"iso","model","rcp","ssp","rawtotal","flextotal","f2mort","f2total","meantas","impact_source","case_gamma","case_population","case_batch_collapsed"
"ARE","IIASA GDP","rcp85","SSP5",-36.1369476315386,-8.40432024938365,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"ARE","IIASA GDP","rcp85","SSP5",-36.1369476315386,-12.6064803740755,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"ARE","IIASA GDP","rcp85","SSP5",-36.1369476315386,-16.8086404987673,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"ARE","IIASA GDP","rcp85","SSP5",-36.1369476315386,-17.9499612466613,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"ARE","IIASA GDP","rcp85","SSP5",-36.1369476315386,-17.6671907393704,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"GUM","IIASA GDP","rcp85","SSP5",1.75754925569245,-7.47020912819962,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"GUM","IIASA GDP","rcp85","SSP5",1.75754925569245,-5.26767656642842,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"GUM","IIASA GDP","rcp85","SSP5",1.75754925569245,0.893280745923465,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"GUM","IIASA GDP","rcp85","SSP5",1.75754925569245,3.25018135060013,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"GUM","IIASA GDP","rcp85","SSP5",1.75754925569245,2.63903094400781,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"URY","IIASA GDP","rcp85","SSP5",0.412528654783567,2.30877607228544,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"URY","IIASA GDP","rcp85","SSP5",0.412528654783567,3.46316410842816,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"URY","IIASA GDP","rcp85","SSP5",0.412528654783567,4.61755214457088,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"URY","IIASA GDP","rcp85","SSP5",0.412528654783567,4.93108779711027,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"URY","IIASA GDP","rcp85","SSP5",0.412528654783567,4.85340706127336,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"IND","IIASA GDP","rcp85","SSP5",1.65971063399464,4.25810034627451,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"IND","IIASA GDP","rcp85","SSP5",1.65971063399464,13.3713233007544,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"IND","IIASA GDP","rcp85","SSP5",1.65971063399464,27.140661442796,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"IND","IIASA GDP","rcp85","SSP5",1.65971063399464,31.6845050081707,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"IND","IIASA GDP","rcp85","SSP5",1.65971063399464,30.5267275034456,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"AZE","IIASA GDP","rcp85","SSP5",65.1490448151984,27.8771478514693,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"AZE","IIASA GDP","rcp85","SSP5",65.1490448151984,48.3508587582361,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"AZE","IIASA GDP","rcp85","SSP5",65.1490448151984,73.1813276523576,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"AZE","IIASA GDP","rcp85","SSP5",65.1490448151984,80.6777165782574,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"AZE","IIASA GDP","rcp85","SSP5",65.1490448151984,78.7904823624077,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"LSO","IIASA GDP","rcp85","SSP5",4.03136487662648,-19.7531348659271,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"LSO","IIASA GDP","rcp85","SSP5",4.03136487662648,-25.0072925566549,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"LSO","IIASA GDP","rcp85","SSP5",4.03136487662648,-27.1798437525589,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"LSO","IIASA GDP","rcp85","SSP5",4.03136487662648,-27.2377660536169,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"LSO","IIASA GDP","rcp85","SSP5",4.03136487662648,-27.2445990826257,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"VCT","IIASA GDP","rcp85","SSP5",-31.7516965381663,-22.8298273674854,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"VCT","IIASA GDP","rcp85","SSP5",-31.7516965381663,-29.7628531644593,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"VCT","IIASA GDP","rcp85","SSP5",-31.7516965381663,-33.7079537035873,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"VCT","IIASA GDP","rcp85","SSP5",-31.7516965381663,-34.2634837613015,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"VCT","IIASA GDP","rcp85","SSP5",-31.7516965381663,-34.1463868661215,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"KEN","IIASA GDP","rcp85","SSP5",-13.1894832156904,-12.2965150255723,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"KEN","IIASA GDP","rcp85","SSP5",-13.1894832156904,-16.5381872543325,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"KEN","IIASA GDP","rcp85","SSP5",-13.1894832156904,-19.5088026270754,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"KEN","IIASA GDP","rcp85","SSP5",-13.1894832156904,-20.0961381523032,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"KEN","IIASA GDP","rcp85","SSP5",-13.1894832156904,-19.959359057541,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"KOR","IIASA GDP","rcp85","SSP5",63.7625934970167,26.3179479034019,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"KOR","IIASA GDP","rcp85","SSP5",63.7625934970167,48.176148671328,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"KOR","IIASA GDP","rcp85","SSP5",63.7625934970167,75.833833983404,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"KOR","IIASA GDP","rcp85","SSP5",63.7625934970167,84.3472428248078,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"KOR","IIASA GDP","rcp85","SSP5",63.7625934970167,82.1981168886355,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"MAC","IIASA GDP","rcp85","SSP5",-9.56542820781869,-9.04230905767672,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"MAC","IIASA GDP","rcp85","SSP5",-9.56542820781869,-12.8268163207389,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"MAC","IIASA GDP","rcp85","SSP5",-9.56542820781869,-16.1202254066169,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"MAC","IIASA GDP","rcp85","SSP5",-9.56542820781869,-16.9299206204783,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"MAC","IIASA GDP","rcp85","SSP5",-9.56542820781869,-16.7326886748931,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"TUR","IIASA GDP","rcp85","SSP5",48.9901012598894,9.53907048594416,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"TUR","IIASA GDP","rcp85","SSP5",48.9901012598894,22.649606283218,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"TUR","IIASA GDP","rcp85","SSP5",48.9901012598894,41.320809116693,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"TUR","IIASA GDP","rcp85","SSP5",48.9901012598894,47.3522188462082,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"TUR","IIASA GDP","rcp85","SSP5",48.9901012598894,45.8196679110484,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"AFG","IIASA GDP","rcp85","SSP5",17.1401829377939,4.87671735375032,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"AFG","IIASA GDP","rcp85","SSP5",17.1401829377939,15.4784317064929,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"AFG","IIASA GDP","rcp85","SSP5",17.1401829377939,31.5223831764804,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"AFG","IIASA GDP","rcp85","SSP5",17.1401829377939,36.8197714738267,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"AFG","IIASA GDP","rcp85","SSP5",17.1401829377939,35.4698937969303,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"BGD","IIASA GDP","rcp85","SSP5",12.8412887792169,8.60157857921728,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"BGD","IIASA GDP","rcp85","SSP5",12.8412887792169,33.1935248370365,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"BGD","IIASA GDP","rcp85","SSP5",12.8412887792169,71.3129090736628,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"BGD","IIASA GDP","rcp85","SSP5",12.8412887792169,84.0022586370912,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"BGD","IIASA GDP","rcp85","SSP5",12.8412887792169,80.7653892478999,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"MRT","IIASA GDP","rcp85","SSP5",67.3095087455357,48.1756072039847,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"MRT","IIASA GDP","rcp85","SSP5",67.3095087455357,84.0054560223724,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"MRT","IIASA GDP","rcp85","SSP5",67.3095087455357,127.663334985024,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"MRT","IIASA GDP","rcp85","SSP5",67.3095087455357,140.872751093653,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"MRT","IIASA GDP","rcp85","SSP5",67.3095087455357,137.546210531759,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"SLB","IIASA GDP","rcp85","SSP5",-18.2008353456488,-9.18477149599491,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"SLB","IIASA GDP","rcp85","SSP5",-18.2008353456488,-11.9119958488761,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"SLB","IIASA GDP","rcp85","SSP5",-18.2008353456488,-13.3957792716798,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"SLB","IIASA GDP","rcp85","SSP5",-18.2008353456488,-13.5840551451712,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"SLB","IIASA GDP","rcp85","SSP5",-18.2008353456488,-13.5459561399232,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"TCA","IIASA GDP","rcp85","SSP5",-39.6511915797801,-16.9393235308874,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"TCA","IIASA GDP","rcp85","SSP5",-39.6511915797801,-25.319311836269,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"TCA","IIASA GDP","rcp85","SSP5",-39.6511915797801,-33.6395178349427,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"TCA","IIASA GDP","rcp85","SSP5",-39.6511915797801,-35.8889900597128,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"TCA","IIASA GDP","rcp85","SSP5",-39.6511915797801,-35.3320779308808,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"LCA","IIASA GDP","rcp85","SSP5",-81.5502570063459,-30.9747745346385,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"LCA","IIASA GDP","rcp85","SSP5",-81.5502570063459,-44.9437105628766,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"LCA","IIASA GDP","rcp85","SSP5",-81.5502570063459,-57.9003457650605,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"LCA","IIASA GDP","rcp85","SSP5",-81.5502570063459,-61.2446011913939,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"LCA","IIASA GDP","rcp85","SSP5",-81.5502570063459,-60.4229964105497,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"SMR","IIASA GDP","rcp85","SSP5",42.0743238182314,-11.7702916928607,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"SMR","IIASA GDP","rcp85","SSP5",42.0743238182314,-5.828635745902,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"SMR","IIASA GDP","rcp85","SSP5",42.0743238182314,7.99755472998269,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"SMR","IIASA GDP","rcp85","SSP5",42.0743238182314,13.11434195415,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"SMR","IIASA GDP","rcp85","SSP5",42.0743238182314,11.7924205688404,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"PYF","IIASA GDP","rcp85","SSP5",-50.140384692803,-22.0033505199839,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"PYF","IIASA GDP","rcp85","SSP5",-50.140384692803,-33.0050257799758,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"PYF","IIASA GDP","rcp85","SSP5",-50.140384692803,-44.0067010399677,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"PYF","IIASA GDP","rcp85","SSP5",-50.140384692803,-46.9947928459032,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"PYF","IIASA GDP","rcp85","SSP5",-50.140384692803,-46.2544713916975,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"FRA","IIASA GDP","rcp85","SSP5",45.4440635348403,14.3058942160331,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"FRA","IIASA GDP","rcp85","SSP5",45.4440635348403,30.187898557849,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"FRA","IIASA GDP","rcp85","SSP5",45.4440635348403,51.8892743888644,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"FRA","IIASA GDP","rcp85","SSP5",45.4440635348403,58.7883638430378,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"FRA","IIASA GDP","rcp85","SSP5",45.4440635348403,57.0390605558978,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"BMU","IIASA GDP","rcp85","SSP5",-18.5489095146777,-12.1450090058816,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"BMU","IIASA GDP","rcp85","SSP5",-18.5489095146777,-16.8610839006075,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"BMU","IIASA GDP","rcp85","SSP5",-18.5489095146777,-20.6728723898567,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"BMU","IIASA GDP","rcp85","SSP5",-18.5489095146777,-21.5520094187775,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"BMU","IIASA GDP","rcp85","SSP5",-18.5489095146777,-21.3404131136806,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"SVK","IIASA GDP","rcp85","SSP5",17.007814107287,-24.6082273735705,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"SVK","IIASA GDP","rcp85","SSP5",17.007814107287,-19.1740175577809,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"SVK","IIASA GDP","rcp85","SSP5",17.007814107287,-1.91425874027475,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"SVK","IIASA GDP","rcp85","SSP5",17.007814107287,4.81565461101676,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"SVK","IIASA GDP","rcp85","SSP5",17.007814107287,3.06697803206143,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"SOM","IIASA GDP","rcp85","SSP5",25.3993016725359,54.7477002793005,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"SOM","IIASA GDP","rcp85","SSP5",25.3993016725359,93.3843762833525,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"SOM","IIASA GDP","rcp85","SSP5",25.3993016725359,139.529602863672,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"SOM","IIASA GDP","rcp85","SSP5",25.3993016725359,153.359421302126,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"SOM","IIASA GDP","rcp85","SSP5",25.3993016725359,149.881367734573,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"PER","IIASA GDP","rcp85","SSP5",-26.3348808397141,-19.7183437525145,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"PER","IIASA GDP","rcp85","SSP5",-26.3348808397141,-28.0747356638362,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"PER","IIASA GDP","rcp85","SSP5",-26.3348808397141,-35.4292742652009,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"PER","IIASA GDP","rcp85","SSP5",-26.3348808397141,-37.2537856516523,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"PER","IIASA GDP","rcp85","SSP5",-26.3348808397141,-36.8086366793115,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"LAO","IIASA GDP","rcp85","SSP5",-2.89697797909292,-1.45385365770651,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"LAO","IIASA GDP","rcp85","SSP5",-2.89697797909292,4.67186030370694,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"LAO","IIASA GDP","rcp85","SSP5",-2.89697797909292,15.3660014586315,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"LAO","IIASA GDP","rcp85","SSP5",-2.89697797909292,19.0594687576709,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"LAO","IIASA GDP","rcp85","SSP5",-2.89697797909292,18.1129809393801,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"COG","IIASA GDP","rcp85","SSP5",-13.6750591929385,-9.59542886294871,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"COG","IIASA GDP","rcp85","SSP5",-13.6750591929385,-9.44009899611975,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"COG","IIASA GDP","rcp85","SSP5",-13.6750591929385,-5.98273959708856,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"COG","IIASA GDP","rcp85","SSP5",-13.6750591929385,-4.47349540402839,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"COG","IIASA GDP","rcp85","SSP5",-13.6750591929385,-4.87012055850456,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"NRU","IIASA GDP","rcp85","SSP5",-20.3331046763502,-17.0169979875446,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"NRU","IIASA GDP","rcp85","SSP5",-20.3331046763502,-20.5247438379129,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"NRU","IIASA GDP","rcp85","SSP5",-20.3331046763502,-20.6986542593451,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"NRU","IIASA GDP","rcp85","SSP5",-20.3331046763502,-20.1701826690044,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"NRU","IIASA GDP","rcp85","SSP5",-20.3331046763502,-20.3240329269214,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"SYC","IIASA GDP","rcp85","SSP5",-32.1208760824887,-20.1956182237919,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"SYC","IIASA GDP","rcp85","SSP5",-32.1208760824887,-27.3912455644535,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"SYC","IIASA GDP","rcp85","SSP5",-32.1208760824887,-32.6520850576255,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"SYC","IIASA GDP","rcp85","SSP5",-32.1208760824887,-33.7468361577842,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"SYC","IIASA GDP","rcp85","SSP5",-32.1208760824887,-33.4889038133694,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"NOR","IIASA GDP","rcp85","SSP5",-131.148570627234,-106.197454492113,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"NOR","IIASA GDP","rcp85","SSP5",-131.148570627234,-142.405781863995,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"NOR","IIASA GDP","rcp85","SSP5",-131.148570627234,-167.353842653094,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"NOR","IIASA GDP","rcp85","SSP5",-131.148570627234,-172.185330591626,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"NOR","IIASA GDP","rcp85","SSP5",-131.148570627234,-171.065700117841,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"MWI","IIASA GDP","rcp85","SSP5",-11.8767550155246,-8.18602373793359,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"MWI","IIASA GDP","rcp85","SSP5",-11.8767550155246,-7.4236032295031,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"MWI","IIASA GDP","rcp85","SSP5",-11.8767550155246,-3.42422780280776,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"MWI","IIASA GDP","rcp85","SSP5",-11.8767550155246,-1.77900770911698,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"MWI","IIASA GDP","rcp85","SSP5",-11.8767550155246,-2.20887454241883,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"COK","IIASA GDP","rcp85","SSP5",-22.3946700449194,-12.5439505883017,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"COK","IIASA GDP","rcp85","SSP5",-22.3946700449194,-18.8159258824525,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"COK","IIASA GDP","rcp85","SSP5",-22.3946700449194,-25.0879011766033,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"COK","IIASA GDP","rcp85","SSP5",-22.3946700449194,-26.7913906489417,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"COK","IIASA GDP","rcp85","SSP5",-22.3946700449194,-26.3693387558638,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"BEN","IIASA GDP","rcp85","SSP5",41.1465321923249,29.6215591314144,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"BEN","IIASA GDP","rcp85","SSP5",41.1465321923249,59.67194354662,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"BEN","IIASA GDP","rcp85","SSP5",41.1465321923249,99.8820645281578,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"BEN","IIASA GDP","rcp85","SSP5",41.1465321923249,112.557710766771,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"BEN","IIASA GDP","rcp85","SSP5",41.1465321923249,109.347386860653,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"ESH","IIASA GDP","rcp85","SSP5",-27.6811051687969,-11.3163449038854,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"ESH","IIASA GDP","rcp85","SSP5",-27.6811051687969,-16.9745173558282,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"ESH","IIASA GDP","rcp85","SSP5",-27.6811051687969,-22.6326898077709,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"ESH","IIASA GDP","rcp85","SSP5",-27.6811051687969,-24.1694683747318,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"ESH","IIASA GDP","rcp85","SSP5",-27.6811051687969,-23.7887203196604,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"CUB","IIASA GDP","rcp85","SSP5",-72.1151959690341,-28.349931075456,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"CUB","IIASA GDP","rcp85","SSP5",-72.1151959690341,-39.3665470906295,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"CUB","IIASA GDP","rcp85","SSP5",-72.1151959690341,-48.2775967574334,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"CUB","IIASA GDP","rcp85","SSP5",-72.1151959690341,-50.3342661197463,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"CUB","IIASA GDP","rcp85","SSP5",-72.1151959690341,-49.8391855095412,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"PSE","IIASA GDP","rcp85","SSP5",15.8979619130749,6.57569019194981,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"PSE","IIASA GDP","rcp85","SSP5",15.8979619130749,11.4303124952313,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"PSE","IIASA GDP","rcp85","SSP5",15.8979619130749,17.3294529367172,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"PSE","IIASA GDP","rcp85","SSP5",15.8979619130749,19.1120527301589,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
"PSE","IIASA GDP","rcp85","SSP5",15.8979619130749,18.6632204128236,NA,NA,4.20431164332799,"data_meantas_country","all_gamma_values","unweighted","FALSE"
"MNE","IIASA GDP","rcp85","SSP5",36.823295628618,-14.7091928404043,NA,NA,2,"fixed_to_2","all_gamma_values","unweighted","FALSE"
"MNE","IIASA GDP","rcp85","SSP5",36.823295628618,-6.01775341481621,NA,NA,3,"fixed_to_3","all_gamma_values","unweighted","FALSE"
"MNE","IIASA GDP","rcp85","SSP5",36.823295628618,13.3710432412987,NA,NA,4,"fixed_to_4","all_gamma_values","unweighted","FALSE"
"MNE","IIASA GDP","rcp85","SSP5",36.823295628618,20.484387624338,NA,NA,4.27160334542884,"data_meantas","all_gamma_values","unweighted","FALSE"
