"iso","model","rcp","ssp","rawtotal","flextotal","f2mort","f2total","meantas","impact_source","case_gamma","case_population","case_batch_collapsed"
"STP","OECD Env-Growth","rcp45","SSP4",-6.98413121040354,-19.6345738556764,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"GNB","OECD Env-Growth","rcp45","SSP4",11.8153516782562,19.0997484103927,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"GNB","OECD Env-Growth","rcp45","SSP4",11.8153516782562,23.847114013572,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"GNB","OECD Env-Growth","rcp45","SSP4",11.8153516782562,35.7790053227271,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"GNB","OECD Env-Growth","rcp45","SSP4",11.8153516782562,57.2111840398202,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"GNB","OECD Env-Growth","rcp45","SSP4",11.8153516782562,18.4903738923282,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"SHN","OECD Env-Growth","rcp45","SSP4",6.31735630908671,-0.941274503973777,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"SHN","OECD Env-Growth","rcp45","SSP4",6.31735630908671,-0.862023502976642,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"SHN","OECD Env-Growth","rcp45","SSP4",6.31735630908671,-0.476541885270159,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"SHN","OECD Env-Growth","rcp45","SSP4",6.31735630908671,0.611770647227129,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"SHN","OECD Env-Growth","rcp45","SSP4",6.31735630908671,-0.947263339014332,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"LTU","OECD Env-Growth","rcp45","SSP4",-47.1358545716626,-50.0873869764198,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"LTU","OECD Env-Growth","rcp45","SSP4",-47.1358545716626,-54.2848443125392,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"LTU","OECD Env-Growth","rcp45","SSP4",-47.1358545716626,-59.9263602750586,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"LTU","OECD Env-Growth","rcp45","SSP4",-47.1358545716626,-59.6288534473168,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"LTU","OECD Env-Growth","rcp45","SSP4",-47.1358545716626,-49.4383676987874,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"KHM","OECD Env-Growth","rcp45","SSP4",20.3600128678195,12.9754242611547,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"KHM","OECD Env-Growth","rcp45","SSP4",20.3600128678195,18.0738152940993,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"KHM","OECD Env-Growth","rcp45","SSP4",20.3600128678195,32.0021620511755,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"KHM","OECD Env-Growth","rcp45","SSP4",20.3600128678195,59.3882502808252,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"KHM","OECD Env-Growth","rcp45","SSP4",20.3600128678195,12.3460149896151,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"CHE","OECD Env-Growth","rcp45","SSP4",-8.87052112172015,-24.0444245404827,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"CHE","OECD Env-Growth","rcp45","SSP4",-8.87052112172015,-22.7915534242791,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"CHE","OECD Env-Growth","rcp45","SSP4",-8.87052112172015,-15.3427326074907,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"CHE","OECD Env-Growth","rcp45","SSP4",-8.87052112172015,7.17489546099003,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"CHE","OECD Env-Growth","rcp45","SSP4",-8.87052112172015,-24.1086752789733,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"ETH","OECD Env-Growth","rcp45","SSP4",-24.3268109058683,-24.7535712734679,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"ETH","OECD Env-Growth","rcp45","SSP4",-24.3268109058683,-27.6233233234605,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"ETH","OECD Env-Growth","rcp45","SSP4",-24.3268109058683,-32.8834368702232,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"ETH","OECD Env-Growth","rcp45","SSP4",-24.3268109058683,-38.182022440326,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"ETH","OECD Env-Growth","rcp45","SSP4",-24.3268109058683,-24.3413552321762,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"ABW","OECD Env-Growth","rcp45","SSP4",-2.8286770230842,-3.47535450107974,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"ABW","OECD Env-Growth","rcp45","SSP4",-2.8286770230842,-2.74802751621564,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"ABW","OECD Env-Growth","rcp45","SSP4",-2.8286770230842,0.0264132524530402,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"ABW","OECD Env-Growth","rcp45","SSP4",-2.8286770230842,7.02114434203426,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"ABW","OECD Env-Growth","rcp45","SSP4",-2.8286770230842,-3.5474600494362,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"SWZ","OECD Env-Growth","rcp45","SSP4",-12.1439128964237,-11.9160953655784,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"SWZ","OECD Env-Growth","rcp45","SSP4",-12.1439128964237,-13.3541646156375,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"SWZ","OECD Env-Growth","rcp45","SSP4",-12.1439128964237,-16.0622542966267,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"SWZ","OECD Env-Growth","rcp45","SSP4",-12.1439128964237,-19.000487393181,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"SWZ","OECD Env-Growth","rcp45","SSP4",-12.1439128964237,-11.7111497066107,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"ARG","OECD Env-Growth","rcp45","SSP4",-2.27981327991092,1.00740615593954,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"ARG","OECD Env-Growth","rcp45","SSP4",-2.27981327991092,1.16626964916812,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"ARG","OECD Env-Growth","rcp45","SSP4",-2.27981327991092,1.51110923390931,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"ARG","OECD Env-Growth","rcp45","SSP4",-2.27981327991092,2.01481231187908,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"ARG","OECD Env-Growth","rcp45","SSP4",-2.27981327991092,0.985791640833563,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"BOL","OECD Env-Growth","rcp45","SSP4",-4.23533463597999,-15.6634716124496,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"BOL","OECD Env-Growth","rcp45","SSP4",-4.23533463597999,-16.4244217067275,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"BOL","OECD Env-Growth","rcp45","SSP4",-4.23533463597999,-16.473909258531,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"BOL","OECD Env-Growth","rcp45","SSP4",-4.23533463597999,-12.6034814645168,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"BOL","OECD Env-Growth","rcp45","SSP4",-4.23533463597999,-15.5239543017571,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"CMR","OECD Env-Growth","rcp45","SSP4",0.547666824173366,2.92655748983531,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"CMR","OECD Env-Growth","rcp45","SSP4",0.547666824173366,4.69780809504533,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"CMR","OECD Env-Growth","rcp45","SSP4",0.547666824173366,9.77048046084021,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"CMR","OECD Env-Growth","rcp45","SSP4",0.547666824173366,20.2014995825699,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"CMR","OECD Env-Growth","rcp45","SSP4",0.547666824173366,2.7131423175475,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"BFA","OECD Env-Growth","rcp45","SSP4",45.0759045189893,65.7224935702397,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"BFA","OECD Env-Growth","rcp45","SSP4",45.0759045189893,80.126842761172,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"BFA","OECD Env-Growth","rcp45","SSP4",45.0759045189893,115.181540990496,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"BFA","OECD Env-Growth","rcp45","SSP4",45.0759045189893,175.705788834177,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"BFA","OECD Env-Growth","rcp45","SSP4",45.0759045189893,63.8477435793306,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"TKM","OECD Env-Growth","rcp45","SSP4",19.5611048481593,28.4746850244703,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"TKM","OECD Env-Growth","rcp45","SSP4",19.5611048481593,33.7866041922495,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"TKM","OECD Env-Growth","rcp45","SSP4",19.5611048481593,46.0872400131198,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"TKM","OECD Env-Growth","rcp45","SSP4",19.5611048481593,65.9499366527123,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"TKM","OECD Env-Growth","rcp45","SSP4",19.5611048481593,27.7692585898965,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"BHR","OECD Env-Growth","rcp45","SSP4",13.8375608857264,20.1523543464212,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"BHR","OECD Env-Growth","rcp45","SSP4",13.8375608857264,24.5009675492996,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"BHR","OECD Env-Growth","rcp45","SSP4",13.8375608857264,35.0378565780255,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"BHR","OECD Env-Growth","rcp45","SSP4",13.8375608857264,53.1295755152258,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"BHR","OECD Env-Growth","rcp45","SSP4",13.8375608857264,19.5853425012086,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"SAU","OECD Env-Growth","rcp45","SSP4",3.34395239468263,11.7496841742065,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"SAU","OECD Env-Growth","rcp45","SSP4",3.34395239468263,14.4139895318632,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"SAU","OECD Env-Growth","rcp45","SSP4",3.34395239468263,20.9580196274661,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"SAU","OECD Env-Growth","rcp45","SSP4",3.34395239468263,32.3886839914966,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"SAU","OECD Env-Growth","rcp45","SSP4",3.34395239468263,11.4042707321175,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"RWA","OECD Env-Growth","rcp45","SSP4",-30.8630969352802,-31.0382515784683,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"RWA","OECD Env-Growth","rcp45","SSP4",-30.8630969352802,-35.6085672415544,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"RWA","OECD Env-Growth","rcp45","SSP4",-30.8630969352802,-45.2251861290405,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"RWA","OECD Env-Growth","rcp45","SSP4",-30.8630969352802,-58.5239931871715,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"RWA","OECD Env-Growth","rcp45","SSP4",-30.8630969352802,-30.4095998607813,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"TGO","OECD Env-Growth","rcp45","SSP4",21.7329775397055,38.2482162622996,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"TGO","OECD Env-Growth","rcp45","SSP4",21.7329775397055,48.5791522218678,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"TGO","OECD Env-Growth","rcp45","SSP4",21.7329775397055,75.0347906458031,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"TGO","OECD Env-Growth","rcp45","SSP4",21.7329775397055,123.596342530876,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"TGO","OECD Env-Growth","rcp45","SSP4",21.7329775397055,36.9331397713045,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"JPN","OECD Env-Growth","rcp45","SSP4",12.753643189045,15.1143328969613,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"JPN","OECD Env-Growth","rcp45","SSP4",12.753643189045,18.528031462147,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"JPN","OECD Env-Growth","rcp45","SSP4",12.753643189045,26.9038704782383,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"JPN","OECD Env-Growth","rcp45","SSP4",12.753643189045,41.5149888147128,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"JPN","OECD Env-Growth","rcp45","SSP4",12.753643189045,14.6715659526082,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"CPV","OECD Env-Growth","rcp45","SSP4",-10.5956150502346,-21.2971711750261,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"CPV","OECD Env-Growth","rcp45","SSP4",-10.5956150502346,-24.6521764324732,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"CPV","OECD Env-Growth","rcp45","SSP4",-10.5956150502346,-31.9315244466479,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"CPV","OECD Env-Growth","rcp45","SSP4",-10.5956150502346,-42.5563895076756,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"CPV","OECD Env-Growth","rcp45","SSP4",-10.5956150502346,-20.8406257592684,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"UMI","OECD Env-Growth","rcp45","SSP4",-15.7249169962905,-18.1877338952654,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"UMI","OECD Env-Growth","rcp45","SSP4",-15.7249169962905,-20.7368486396894,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"UMI","OECD Env-Growth","rcp45","SSP4",-15.7249169962905,-25.9710549220933,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"UMI","OECD Env-Growth","rcp45","SSP4",-15.7249169962905,-32.8806786683845,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"UMI","OECD Env-Growth","rcp45","SSP4",-15.7249169962905,-17.8341919602422,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"MNP","OECD Env-Growth","rcp45","SSP4",-12.289179795085,-15.8380409539646,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"MNP","OECD Env-Growth","rcp45","SSP4",-12.289179795085,-17.212779515997,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"MNP","OECD Env-Growth","rcp45","SSP4",-12.289179795085,-19.144211916754,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"MNP","OECD Env-Growth","rcp45","SSP4",-12.289179795085,-19.3751498700816,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"MNP","OECD Env-Growth","rcp45","SSP4",-12.289179795085,-15.6273567841597,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"SVN","OECD Env-Growth","rcp45","SSP4",12.0013221653092,-5.09558928812401,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"SVN","OECD Env-Growth","rcp45","SSP4",12.0013221653092,-1.56484658145584,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"SVN","OECD Env-Growth","rcp45","SSP4",12.0013221653092,10.1625930747911,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"SVN","OECD Env-Growth","rcp45","SSP4",12.0013221653092,37.291426775691,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"SVN","OECD Env-Growth","rcp45","SSP4",12.0013221653092,-5.48471532195364,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"GTM","OECD Env-Growth","rcp45","SSP4",-20.2512729069501,-14.4578148756835,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"GTM","OECD Env-Growth","rcp45","SSP4",-20.2512729069501,-16.3293965352415,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"GTM","OECD Env-Growth","rcp45","SSP4",-20.2512729069501,-20.0091477652207,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"GTM","OECD Env-Growth","rcp45","SSP4",-20.2512729069501,-24.4420976225548,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"GTM","OECD Env-Growth","rcp45","SSP4",-20.2512729069501,-14.1945751200559,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"BIH","OECD Env-Growth","rcp45","SSP4",-29.6418834212515,-20.9260634472716,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"BIH","OECD Env-Growth","rcp45","SSP4",-29.6418834212515,-19.8494990103248,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"BIH","OECD Env-Growth","rcp45","SSP4",-29.6418834212515,-13.4096820760749,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"BIH","OECD Env-Growth","rcp45","SSP4",-29.6418834212515,6.09297469167689,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"BIH","OECD Env-Growth","rcp45","SSP4",-29.6418834212515,-20.9803920939078,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"KWT","OECD Env-Growth","rcp45","SSP4",17.2614652891996,31.2168000407204,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"KWT","OECD Env-Growth","rcp45","SSP4",17.2614652891996,38.4415729655348,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"KWT","OECD Env-Growth","rcp45","SSP4",17.2614652891996,56.2822741845122,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"KWT","OECD Env-Growth","rcp45","SSP4",17.2614652891996,87.6524644105917,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"KWT","OECD Env-Growth","rcp45","SSP4",17.2614652891996,30.2822860961237,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"JOR","OECD Env-Growth","rcp45","SSP4",7.30291750237231,10.2977096912397,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"JOR","OECD Env-Growth","rcp45","SSP4",7.30291750237231,12.5547948928045,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"JOR","OECD Env-Growth","rcp45","SSP4",7.30291750237231,18.0477774864123,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"JOR","OECD Env-Growth","rcp45","SSP4",7.30291750237231,27.5319872479533,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"JOR","OECD Env-Growth","rcp45","SSP4",7.30291750237231,10.0039484812618,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"BLM","OECD Env-Growth","rcp45","SSP4",-17.4890360542566,-26.7356869545525,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"BLM","OECD Env-Growth","rcp45","SSP4",-17.4890360542566,-30.9517864874214,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"BLM","OECD Env-Growth","rcp45","SSP4",-17.4890360542566,-40.1035304318288,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"BLM","OECD Env-Growth","rcp45","SSP4",-17.4890360542566,-53.471373909105,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"BLM","OECD Env-Growth","rcp45","SSP4",-17.4890360542566,-26.162056442032,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"TWN","OECD Env-Growth","rcp45","SSP4",-5.82652120543155,-7.34050265689775,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"TWN","OECD Env-Growth","rcp45","SSP4",-5.82652120543155,-8.49806744569027,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"TWN","OECD Env-Growth","rcp45","SSP4",-5.82652120543155,-11.0107539853466,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"TWN","OECD Env-Growth","rcp45","SSP4",-5.82652120543155,-14.6810053137955,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"TWN","OECD Env-Growth","rcp45","SSP4",-5.82652120543155,-7.18300768366621,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"DMA","OECD Env-Growth","rcp45","SSP4",-19.8830914098218,-27.7185537686861,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"DMA","OECD Env-Growth","rcp45","SSP4",-19.8830914098218,-32.0289217487028,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"DMA","OECD Env-Growth","rcp45","SSP4",-19.8830914098218,-41.3283613838898,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"DMA","OECD Env-Growth","rcp45","SSP4",-19.8830914098218,-54.7718561530006,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"DMA","OECD Env-Growth","rcp45","SSP4",-19.8830914098218,-27.1308188132737,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"LBR","OECD Env-Growth","rcp45","SSP4",-0.450390521279345,-1.52192840761154,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"LBR","OECD Env-Growth","rcp45","SSP4",-0.450390521279345,-0.144155034534182,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"LBR","OECD Env-Growth","rcp45","SSP4",-0.450390521279345,4.36318540132493,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"LBR","OECD Env-Growth","rcp45","SSP4",-0.450390521279345,14.6790178854229,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"LBR","OECD Env-Growth","rcp45","SSP4",-0.450390521279345,-1.67532275709601,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"MDV","OECD Env-Growth","rcp45","SSP4",-20.0187003004637,-30.4687805634107,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"MDV","OECD Env-Growth","rcp45","SSP4",-20.0187003004637,-35.2735724402324,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"MDV","OECD Env-Growth","rcp45","SSP4",-20.0187003004637,-45.7031708451161,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"MDV","OECD Env-Growth","rcp45","SSP4",-20.0187003004637,-60.9375611268214,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"MDV","OECD Env-Growth","rcp45","SSP4",-20.0187003004637,-29.8150542447201,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"JAM","OECD Env-Growth","rcp45","SSP4",-19.0906509329471,-24.4827378305844,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"JAM","OECD Env-Growth","rcp45","SSP4",-19.0906509329471,-27.9476211312585,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"JAM","OECD Env-Growth","rcp45","SSP4",-19.0906509329471,-35.0975376753723,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"JAM","OECD Env-Growth","rcp45","SSP4",-19.0906509329471,-44.6279581398241,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"JAM","OECD Env-Growth","rcp45","SSP4",-19.0906509329471,-24.0029793911208,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"OMN","OECD Env-Growth","rcp45","SSP4",-17.2857673408417,-11.151840742991,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"OMN","OECD Env-Growth","rcp45","SSP4",-17.2857673408417,-12.9048533967976,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"OMN","OECD Env-Growth","rcp45","SSP4",-17.2857673408417,-16.7048240773268,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"OMN","OECD Env-Growth","rcp45","SSP4",-17.2857673408417,-22.242516053556,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"OMN","OECD Env-Growth","rcp45","SSP4",-17.2857673408417,-10.913213272814,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
"TZA","OECD Env-Growth","rcp45","SSP4",-13.090787360268,-14.8854587631142,NA,NA,2,"fixed_to_2","all_gamma_values","population_weighted","FALSE"
"TZA","OECD Env-Growth","rcp45","SSP4",-13.090787360268,-16.1795985643225,NA,NA,2.31539115041523,"data_meantas","all_gamma_values","population_weighted","FALSE"
"TZA","OECD Env-Growth","rcp45","SSP4",-13.090787360268,-18.0013456113481,NA,NA,3,"fixed_to_3","all_gamma_values","population_weighted","FALSE"
"TZA","OECD Env-Growth","rcp45","SSP4",-13.090787360268,-18.2326707706999,NA,NA,4,"fixed_to_4","all_gamma_values","population_weighted","FALSE"
"TZA","OECD Env-Growth","rcp45","SSP4",-13.090787360268,-14.6872064356781,NA,NA,1.95708877699716,"data_meantas_country","all_gamma_values","population_weighted","FALSE"
